,0,1,2,3,4,5,6,7,8,9,10,11,12,13
1571,12,284,B,2,1,2,747,285,530,462,626,342,8,X
1572,13,315,A,2,2,1,820,529,619,293,646,502,5,X
1573,14,329,B,2,2,2,565,358,710,528,652,294,6,X
1574,15,356,A,2,2,2,469,434,591,354,696,529,6,X
1575,16,384,B,2,1,2,466,389,507,449,584,329,6,X
1576,17,410,A,2,2,2,460,595,488,373,554,471,8,X
1577,18,449,B,2,2,1,510,354,531,578,566,320,7,X
1578,19,476,A,2,2,2,559,456,519,340,568,565,6,X
1579,20,499,B,2,2,2,480,386,555,456,586,334,6,X
1580,21,528,A,2,2,2,507,601,508,371,558,488,8,X
1581,22,579,B,2,2,1,499,314,514,614,572,320,5,X
1582,23,591,A,2,2,2,696,482,559,311,501,603,6,X
1583,24,618,B,2,2,2,431,360,669,501,578,320,6,A
1584,0,0,A,0,0,0,0,0,0,0,0,0,0,X
1585,1,0,B,2,1,2,732,393,626,510,716,330,1,X
1586,2,24,A,2,2,1,658,494,714,388,674,516,9,X
1587,3,32,B,2,1,2,748,354,692,515,721,384,4,X
1588,4,47,A,1,2,1,576,605,654,360,690,523,5,A
1589,0,0,A,0,0,0,0,0,0,0,0,0,0,X
1590,1,6,A,2,1,2,833,458,616,346,723,531,1,X
1591,2,27,B,2,2,2,801,366,755,462,629,339,6,X
1592,3,52,A,2,1,2,829,567,738,359,713,495,8,X
1593,4,78,B,2,2,1,700,311,748,557,657,336,5,X
1594,5,87,A,2,1,2,565,283,622,319,809,615,6,B
1595,0,0,A,0,0,0,0,0,0,0,0,0,0,X
1596,1,3,A,2,1,2,810,605,617,342,715,524,2,X
1597,2,36,B,2,2,1,480,308,727,597,618,324,5,X
1598,3,54,A,2,2,2,450,396,597,317,706,618,6,B
1599,0,0,A,0,0,0,0,0,0,0,0,0,0,X
1600,1,30,A,2,1,2,759,459,630,344,744,543,1,X
1601,2,54,B,2,2,2,761,302,708,475,628,340,8,X
1602,3,83,A,1,2,1,590,509,687,306,715,512,5,X
1603,4,97,B,2,1,2,520,367,722,533,700,303,6,X
1604,5,126,A,2,2,2,825,587,560,360,610,520,9,X
1605,6,163,B,2,2,2,489,313,738,630,640,337,4,X
1606,7,197,A,2,2,2,467,522,540,314,648,541,8,X
1607,8,223,B,1,2,1,512,319,525,523,565,315,5,X
1608,9,236,A,2,2,2,715,442,563,315,520,545,6,X
1609,10,266,B,2,2,2,750,292,677,467,603,328,8,X
1610,11,295,A,1,2,1,528,565,670,307,685,506,3,X
1611,12,333,B,2,2,1,521,357,567,568,615,318,7,X
1612,13,360,A,2,2,2,542,438,559,325,525,568,6,X
1613,14,391,B,2,1,2,825,284,592,440,526,341,8,A
1614,0,0,A,0,0,0,0,0,0,0,0,0,0,X
1615,1,35,B,2,2,2,614,304,653,505,585,282,1,X
1616,2,57,A,2,1,2,654,392,639,318,623,501,6,X
1617,3,85,B,2,1,2,563,344,635,419,657,314,6,X
1618,4,109,A,2,1,2,796,597,591,342,625,448,8,X
1619,5,157,B,1,2,1,796,340,747,608,678,289,7,X
1620,6,190,A,2,2,2,812,397,754,321,677,554,6,X
1621,7,219,B,2,1,2,752,246,772,431,683,306,9,X
1622,8,245,A,2,2,1,461,603,709,252,717,497,3,X
1623,9,293,B,2,2,1,789,278,483,610,655,276,5,B
1624,0,0,A,0,0,0,0,0,0,0,0,0,0,X
1625,1,9,A,2,1,2,545,522,652,424,520,584,1,X
1626,2,34,B,2,1,2,739,393,564,536,628,417,8,X
1627,3,68,A,2,1,1,683,521,710,398,689,571,7,X
1628,4,91,B,2,2,2,664,425,633,553,638,411,9,X
1629,5,103,A,2,1,1,603,515,622,420,656,539,6,X
1630,6,120,B,2,1,2,826,465,644,533,623,425,6,X
1631,7,147,A,2,1,2,850,620,772,451,670,565,8,X
1632,8,174,B,2,2,1,790,418,802,621,685,432,4,X
1633,9,189,A,2,1,1,772,511,657,422,768,603,6,X
1634,10,212,B,2,2,2,827,471,763,534,673,421,6,X
1635,11,240,A,2,1,2,434,640,764,457,683,553,8,X
1636,12,285,B,2,2,1,787,465,515,634,632,425,7,X
1637,13,314,A,2,1,2,868,638,745,446,568,593,8,X
1638,14,352,B,2,2,1,790,423,827,640,658,424,4,X
1639,15,369,A,2,1,2,557,511,639,425,772,622,6,X
1640,16,397,B,2,1,1,691,420,568,532,648,423,9,X
1641,17,408,A,2,2,2,681,472,611,418,575,521,6,B
1642,0,0,A,0,0,0,0,0,0,0,0,0,0,X
1643,1,43,A,2,1,2,483,444,651,373,557,489,1,X
1644,2,65,B,2,1,2,722,358,536,451,641,373,9,X
1645,3,92,A,1,2,1,867,475,678,366,641,471,5,X
1646,4,109,B,2,2,2,755,376,733,481,687,363,6,X
1647,5,138,A,2,1,2,891,562,726,378,722,487,9,X
1648,6,172,B,2,2,2,752,386,788,561,643,366,7,X
1649,7,201,A,2,1,2,999,565,723,381,683,479,8,X
1650,8,243,B,2,2,1,733,356,937,563,643,372,3,X
1651,9,275,A,1,2,1,901,607,704,364,723,490,3,X
1652,10,319,B,2,2,1,514,385,839,606,642,371,7,X
1653,11,346,A,2,2,2,318,571,539,386,648,522,8,X
1654,12,383,B,1,2,1,770,373,397,566,588,376,5,B
1655,0,0,A,0,0,0,0,0,0,0,0,0,0,X
1656,1,15,B,2,1,2,747,357,627,505,728,330,1,X
1657,2,33,A,2,1,2,530,607,697,369,665,517,8,X
1658,3,66,B,1,1,1,524,355,535,625,604,342,4,X
1659,4,85,A,2,2,2,471,466,566,363,548,575,6,X
1660,5,111,B,2,1,2,485,288,518,485,586,347,8,X
1661,6,154,A,2,2,1,800,528,513,289,623,540,5,X
1662,7,172,B,2,2,2,798,382,675,547,461,289,6,X
1663,8,205,A,2,1,2,489,452,759,367,774,534,6,X
1664,9,239,B,2,1,2,730,287,519,476,644,348,8,X
1665,10,273,A,1,2,1,913,579,658,307,652,524,5,B
1666,0,0,A,0,0,0,0,0,0,0,0,0,0,X
1667,1,32,A,2,1,2,515,442,648,374,522,502,1,X
1668,2,58,B,2,2,2,532,358,569,454,638,376,9,X
1669,3,92,A,2,2,2,484,469,570,364,550,484,4,X
1670,4,108,B,2,2,1,677,369,493,519,561,367,4,X
1671,5,124,A,2,1,2,559,463,595,369,550,504,4,X
1672,6,147,B,2,2,1,734,359,587,491,622,369,5,B
1673,0,0,A,0,0,0,0,0,0,0,0,0,0,X
1674,1,6,A,2,1,2,708,445,633,345,720,533,1,X
1675,2,22,B,2,2,2,665,385,691,462,635,342,6,X
1676,3,47,A,2,1,2,427,604,629,375,634,486,8,X
1677,4,97,B,2,2,1,490,315,472,614,569,314,5,X
1678,5,110,A,2,2,2,705,453,559,310,463,602,6,X
1679,6,139,B,2,2,2,587,369,674,472,576,328,6,X
1680,7,158,A,2,2,2,685,442,610,359,677,487,6,X
1681,8,183,B,2,2,2,480,281,674,459,621,350,8,X
1682,9,225,A,2,2,1,447,477,511,275,629,514,7,X
1683,10,247,B,2,1,2,718,367,466,495,560,294,6,X
1684,11,268,A,2,1,2,779,426,702,355,571,511,6,X
1685,12,295,B,2,2,2,690,332,740,443,643,328,9,X
1686,13,304,A,2,1,2,554,488,628,326,749,443,4,X
1687,14,317,B,2,1,1,553,350,707,461,614,332,6,X
1688,15,335,A,2,2,2,846,462,557,343,590,493,6,X
1689,16,365,B,2,2,2,518,282,796,472,616,321,8,X
1690,17,400,A,2,2,1,826,526,551,285,690,518,5,X
1691,18,417,B,2,2,2,802,354,707,540,526,282,6,X
1692,19,447,A,2,1,2,565,535,748,343,787,523,8,X
1693,20,466,B,2,1,1,516,319,645,524,681,331,5,X
1694,21,480,A,2,2,2,469,466,611,317,561,527,6,X
1695,22,501,B,2,1,2,473,279,507,484,512,320,9,X
1696,23,537,A,2,2,2,451,515,517,282,590,510,4,X
1697,24,553,B,2,1,1,839,338,525,501,533,289,6,A
1698,0,0,A,0,0,0,0,0,0,0,0,0,0,X
1699,1,31,B,2,1,2,708,358,614,515,698,341,1,X
1700,2,56,A,2,1,2,756,463,664,359,651,515,6,X
1701,3,80,B,2,2,2,757,290,687,494,652,339,8,X
1702,4,116,A,2,1,1,863,574,722,301,708,536,3,X
1703,5,144,B,2,2,1,468,324,809,592,657,324,5,B
1704,0,0,A,0,0,0,0,0,0,0,0,0,0,X
1705,1,12,B,2,2,2,580,378,665,565,581,393,2,X
1706,2,72,A,2,2,1,509,618,595,373,640,588,3,X
1707,3,103,B,2,2,1,762,412,550,611,588,404,5,X
1708,4,120,A,2,1,2,801,525,571,410,538,634,6,X
1709,5,156,B,2,2,2,498,393,755,551,703,425,8,X
1710,6,187,A,2,2,2,500,593,546,391,625,573,3,X
1711,7,211,B,2,2,1,530,380,518,592,583,406,3,X
1712,8,245,A,2,2,1,528,514,539,384,566,605,7,X
1713,9,270,B,2,1,2,515,490,546,531,579,404,6,X
1714,10,298,A,2,2,2,805,639,546,467,567,546,8,X
1715,11,361,B,2,2,1,479,453,749,642,621,424,7,X
1716,12,389,A,2,2,2,772,516,510,447,658,594,6,X
1717,13,420,B,2,2,2,810,386,715,521,635,437,8,X
1718,14,459,A,2,1,1,862,621,769,385,674,573,3,X
1719,15,492,B,2,2,1,813,386,791,626,666,408,3,X
1720,16,527,A,2,1,1,776,592,784,383,704,588,3,X
1721,17,569,B,2,2,1,813,394,752,592,643,405,5,B
1722,0,0,A,0,0,0,0,0,0,0,0,0,0,X
1723,1,4,B,2,1,2,697,380,621,486,725,320,1,X
1724,2,19,A,2,2,2,813,435,721,373,667,497,6,A
1725,1,20,B,2,1,2,667,348,622,522,720,337,1,X
1726,2,41,A,2,1,2,390,622,636,362,634,506,8,X
1727,3,75,B,1,2,1,537,289,511,608,583,338,3,X
1728,4,115,A,2,2,1,478,512,553,288,594,563,7,X
1729,5,130,B,2,1,2,494,321,580,532,553,300,9,X
1730,6,147,A,2,2,1,456,503,548,339,586,537,6,X
1731,7,167,B,2,1,2,784,284,505,524,550,341,9,X
1732,8,214,A,2,2,2,771,449,821,291,660,541,7,X
1733,9,239,B,2,2,2,501,385,735,488,756,311,6,X
1734,10,266,A,2,2,2,481,613,534,375,641,506,8,X
1735,11,314,B,1,2,1,497,333,484,625,537,348,5,X
1736,12,328,A,2,2,2,491,461,551,331,518,619,6,X
1737,13,352,B,2,1,2,497,425,517,493,536,331,6,A
1738,0,0,A,0,0,0,0,0,0,0,0,0,0,X
1739,1,12,A,2,1,2,687,455,617,337,705,532,1,X
1740,2,29,B,2,2,2,607,356,706,482,625,327,6,X
1741,3,50,A,2,2,2,743,521,608,349,657,488,9,X
1742,4,67,B,2,2,1,527,280,699,524,628,355,3,X
1743,5,97,A,2,2,1,434,532,579,301,667,561,3,X
1744,6,132,B,1,2,1,529,298,474,551,565,302,5,X
1745,7,143,A,2,2,2,867,386,538,296,464,559,6,B
1746,0,0,A,0,0,0,0,0,0,0,0,0,0,X
1747,1,85,A,2,1,2,742,437,633,378,767,492,1,X
1748,2,109,B,2,2,2,744,357,720,439,634,376,8,X
1749,3,143,A,1,2,1,837,443,653,359,716,485,7,X
1750,4,166,B,2,2,2,607,363,827,457,670,361,8,X
1751,5,186,A,2,2,1,962,569,628,364,760,480,3,X
1752,6,226,B,2,2,1,711,355,905,582,644,371,3,X
1753,7,261,A,2,2,1,846,525,705,356,676,492,3,X
1754,8,287,B,2,2,1,576,374,796,532,676,366,5,X
1755,9,302,A,2,2,2,448,439,594,372,874,543,6,X
1756,10,333,B,2,1,2,503,403,463,443,607,374,6,X
1757,11,360,A,2,2,2,817,424,525,397,535,465,6,X
1758,12,388,B,2,2,2,984,419,773,432,650,382,8,A
1759,0,0,A,0,0,0,0,0,0,0,0,0,0,X
1760,1,20,B,2,1,2,695,310,627,482,702,283,1,X
1761,2,44,A,2,1,2,795,397,711,312,631,487,6,X
1762,3,71,B,2,1,2,567,250,759,420,701,315,9,X
1763,4,108,A,2,1,1,685,536,594,260,630,501,3,X
1764,5,139,B,2,2,1,735,295,660,545,652,275,7,X
1765,6,160,A,2,2,2,621,394,709,295,652,568,6,X
1766,7,187,B,2,2,2,679,352,644,420,664,304,6,X
1767,8,210,A,2,2,2,362,599,651,354,617,420,8,B
1768,0,0,A,0,0,0,0,0,0,0,0,0,0,X
1769,1,12,A,2,1,2,587,455,647,334,555,528,1,X
1770,2,35,B,2,1,2,766,364,617,468,623,324,6,X
1771,3,58,A,2,1,2,785,429,721,356,677,494,6,X
1772,4,91,B,2,2,2,759,253,741,457,685,350,8,A
1773,0,0,A,0,0,0,0,0,0,0,0,0,0,X
1774,1,31,A,2,2,2,775,630,615,323,756,547,2,X
1775,2,94,B,2,2,1,484,329,758,644,637,312,7,X
1776,3,119,A,2,2,2,426,439,534,327,638,560,6,X
1777,4,149,B,2,1,2,516,279,478,466,593,308,8,X
1778,5,182,A,2,2,1,438,512,549,274,590,508,5,X
1779,6,200,B,2,1,2,482,353,641,529,557,283,6,X
1780,7,233,A,2,2,2,451,604,506,341,594,514,8,X
1781,8,280,B,2,2,1,480,408,480,623,597,312,7,A
1782,0,0,A,0,0,0,0,0,0,0,0,0,0,X
1783,1,22,A,2,1,2,543,441,650,377,490,497,1,X
1784,2,45,B,2,2,2,525,401,541,446,630,376,6,X
1785,3,71,A,2,2,2,459,420,532,393,573,456,6,X
1786,4,98,B,2,1,2,636,356,508,424,570,390,8,X
1787,5,159,A,2,2,1,798,489,630,357,670,490,5,X
1788,6,174,B,2,2,2,657,365,704,489,635,361,4,X
1789,7,194,A,2,2,1,623,495,640,367,720,492,5,X
1790,8,204,B,2,1,2,604,387,725,491,633,373,6,X
1791,9,220,A,2,2,1,700,404,623,382,719,492,9,A
1792,0,0,A,0,0,0,0,0,0,0,0,0,0,X
1793,1,0,B,2,1,2,680,468,628,561,721,421,1,X
1794,2,17,A,2,2,2,744,497,682,446,639,571,6,X
1795,3,42,B,2,2,2,764,388,724,510,672,439,8,X
1796,4,87,A,2,2,1,461,620,716,391,700,568,3,X
1797,5,121,B,2,2,1,755,427,574,605,654,405,5,X
1798,6,141,A,2,1,2,670,501,684,427,533,619,6,X
1799,7,171,B,2,2,2,741,390,646,521,655,426,8,X
1800,8,214,A,2,2,1,812,622,702,390,680,570,3,X
1801,9,248,B,2,2,1,827,415,799,627,665,410,5,X
1802,10,265,A,2,1,2,837,509,645,420,750,605,6,X
1803,11,292,B,2,2,2,807,394,805,528,669,428,8,X
1804,12,322,A,2,1,1,744,604,790,400,745,564,3,X
1805,13,356,B,2,2,1,805,409,782,597,655,410,5,B
1806,0,0,A,0,0,0,0,0,0,0,0,0,0,X
1807,1,0,B,2,2,2,712,366,618,586,706,410,2,A
1808,1,6,A,2,1,2,580,454,647,330,561,536,1,X
1809,2,23,B,2,1,2,717,367,624,477,643,331,4,B
1810,1,16,A,2,1,2,566,463,647,339,539,532,1,X
1811,2,36,B,2,1,2,510,377,611,489,620,338,6,X
1812,3,65,A,2,2,2,466,427,562,361,624,500,6,X
1813,4,91,B,2,1,2,467,396,497,454,572,338,6,X
1814,5,119,A,2,2,2,483,626,491,384,554,473,8,X
1815,6,167,B,1,2,1,512,320,515,617,571,326,5,X
1816,7,181,A,2,2,2,755,497,563,320,545,624,6,X
1817,8,208,B,2,2,2,745,305,674,512,609,326,8,X
1818,9,227,A,2,1,1,736,531,690,325,688,541,4,X
1819,10,238,B,2,2,2,550,328,696,543,685,329,4,X
1820,11,254,A,2,2,1,483,469,586,329,682,543,6,X
1821,12,280,B,2,1,2,509,378,502,497,602,325,6,X
1822,13,307,A,2,2,2,370,626,529,367,564,494,8,X
1823,14,348,B,2,1,1,452,340,405,621,571,323,7,B
1824,0,0,A,0,0,0,0,0,0,0,0,0,0,X
1825,1,6,B,2,2,2,714,380,627,567,736,392,2,X
1826,2,66,A,2,2,1,843,621,718,373,669,593,3,X
1827,3,97,B,2,2,1,804,449,785,630,657,405,7,X
1828,4,124,A,2,1,2,860,644,764,444,733,601,8,X
1829,5,155,B,2,2,2,542,394,794,650,693,426,3,X
1830,6,186,A,2,2,1,445,580,567,389,672,597,5,X
1831,7,202,B,2,1,2,457,500,639,590,563,394,6,A
1832,0,0,A,0,0,0,0,0,0,0,0,0,0,X
1833,1,11,A,2,1,2,676,457,631,345,716,533,1,X
1834,2,26,B,2,1,2,710,417,703,450,628,339,9,A
1835,1,17,A,2,2,2,613,414,665,289,571,514,1,X
1836,2,38,B,2,1,2,625,380,576,433,655,305,6,A
1837,0,0,A,0,0,0,0,0,0,0,0,0,0,X
1838,1,14,B,2,1,2,637,381,620,466,705,369,1,X
1839,2,39,A,2,2,2,278,602,660,383,639,465,8,X
1840,3,74,B,1,2,1,782,366,467,574,607,375,5,B
1841,0,0,A,0,0,0,0,0,0,0,0,0,0,X
1842,1,43,A,2,1,2,757,457,634,325,723,534,1,X
1843,2,66,B,2,2,2,665,360,713,476,627,315,6,X
1844,3,90,A,2,1,2,840,573,627,348,664,492,8,X
1845,4,125,B,2,2,1,762,288,753,592,639,310,3,X
1846,5,146,A,1,2,1,859,492,704,296,714,556,5,X
1847,6,162,B,2,2,2,875,443,779,521,685,300,6,A
1848,0,0,A,0,0,0,0,0,0,0,0,0,0,X
1849,1,0,A,2,1,2,621,457,648,350,541,513,1,X
1850,2,29,B,2,2,2,530,338,556,480,633,352,9,X
1851,3,41,A,2,2,1,438,451,601,356,604,498,5,B
1852,0,0,A,0,0,0,0,0,0,0,0,0,0,X
1853,1,41,A,2,1,2,771,434,634,378,766,493,1,X
1854,2,65,B,2,2,2,542,359,726,438,637,377,9,X
1855,3,96,A,2,2,1,366,548,558,360,651,464,3,X
1856,4,131,B,2,2,1,549,359,443,544,591,369,3,X
1857,5,171,A,2,2,1,440,551,559,358,633,497,3,X
1858,6,206,B,2,2,1,581,358,473,536,605,365,3,X
1859,7,246,A,2,2,1,487,454,596,356,632,492,7,X
1860,8,266,B,2,1,2,764,408,511,469,601,360,6,A
1861,0,0,A,0,0,0,0,0,0,0,0,0,0,X
1862,1,37,A,2,1,2,732,435,625,377,756,496,1,X
1863,2,67,B,2,2,2,755,357,698,450,627,381,8,X
1864,3,96,A,1,2,1,858,511,651,360,682,480,3,X
1865,4,122,B,2,2,1,740,366,763,512,658,368,5,X
1866,5,136,A,2,1,2,556,437,642,367,835,519,6,X
1867,6,158,B,2,1,1,633,366,614,460,671,365,9,X
1868,7,170,A,2,2,2,559,407,635,369,593,446,4,B
1869,0,0,A,0,0,0,0,0,0,0,0,0,0,X
1870,1,21,B,2,1,2,685,385,621,466,708,368,1,X
1871,2,46,A,2,2,2,804,416,701,384,652,470,6,X
1872,3,73,B,2,2,2,704,355,761,422,683,382,8,X
1873,4,127,A,2,2,1,905,602,707,354,688,473,3,X
1874,5,167,B,2,2,1,572,383,862,608,644,371,7,X
1875,6,191,A,2,2,2,601,423,588,379,715,528,6,X
1876,7,220,B,2,1,2,739,353,606,435,627,375,8,X
1877,8,271,A,2,2,1,371,556,717,355,700,482,3,X
1878,9,305,B,2,2,1,513,368,487,550,635,364,5,X
1879,10,326,A,2,2,2,426,435,560,367,465,561,6,X
1880,11,355,B,2,1,2,509,358,456,440,589,367,9,A
1881,0,0,A,0,0,0,0,0,0,0,0,0,0,X
1882,1,16,A,2,1,2,576,645,645,346,561,554,2,B
1883,1,18,B,2,1,2,546,433,656,580,590,422,1,X
1884,2,41,A,2,2,2,824,628,573,443,660,582,9,X
1885,3,83,B,2,2,2,778,398,756,640,636,436,3,X
1886,4,116,A,1,2,1,681,477,720,399,722,599,5,B
1887,0,0,A,0,0,0,0,0,0,0,0,0,0,X
1888,1,30,A,2,1,2,550,441,650,326,550,514,1,X
1889,2,51,B,2,1,2,654,363,578,455,649,324,6,X
1890,3,75,A,2,2,2,540,591,641,344,625,470,8,X
1891,4,111,B,1,2,1,533,326,593,565,608,313,5,X
1892,5,126,A,2,2,2,791,450,555,317,584,591,6,X
1893,6,154,B,2,2,2,530,277,759,476,638,314,8,X
1894,7,193,A,2,2,1,465,465,555,269,659,509,7,X
1895,8,218,B,2,1,2,775,367,495,488,589,290,6,X
1896,9,248,A,2,1,2,866,573,732,350,660,506,8,X
1897,10,279,B,2,2,1,480,342,786,581,655,318,7,X
1898,11,307,A,2,2,2,432,564,521,332,695,538,8,X
1899,12,342,B,2,1,2,507,265,485,579,577,320,3,A
1900,0,0,A,0,0,0,0,0,0,0,0,0,0,X
1901,1,27,A,2,1,2,768,436,635,301,734,524,1,X
1902,2,47,B,2,1,2,571,254,723,456,651,293,9,X
1903,3,77,A,1,2,1,612,452,598,262,632,527,7,X
1904,4,100,B,2,2,2,785,331,659,474,606,257,6,X
1905,5,125,A,2,2,2,734,596,733,316,684,485,8,X
1906,6,177,B,1,2,1,748,281,675,590,700,285,5,X
1907,7,192,A,2,2,2,552,373,692,279,671,586,6,B
1908,0,0,A,0,0,0,0,0,0,0,0,0,0,X
1909,1,35,A,2,1,2,517,440,647,374,514,499,1,X
1910,2,62,B,2,2,2,554,360,547,458,642,378,8,X
1911,3,96,A,2,2,1,319,604,577,361,545,482,3,X
1912,4,139,B,2,2,1,520,369,359,614,602,376,7,X
1913,5,166,A,2,2,2,472,426,552,375,543,517,6,X
1914,6,195,B,2,2,2,490,385,499,439,591,379,6,X
1915,7,223,A,2,2,2,357,496,528,390,530,433,8,X
1916,8,289,B,2,2,1,749,361,338,508,586,375,5,B
1917,0,0,A,0,0,0,0,0,0,0,0,0,0,X
1918,1,34,B,2,1,2,701,364,629,494,702,314,1,X
1919,2,55,A,2,2,2,716,424,702,347,637,495,6,X
1920,3,77,B,2,2,2,499,272,732,443,677,336,8,X
1921,4,117,A,2,2,1,528,479,532,265,619,498,5,X
1922,5,131,B,2,1,2,624,328,626,494,549,274,4,X
1923,6,149,A,2,1,2,495,435,590,318,628,496,6,X
1924,7,174,B,2,1,2,486,374,526,463,601,322,6,X
1925,8,203,A,2,2,2,871,601,503,349,555,470,8,X
1926,9,245,B,2,2,1,773,311,794,620,615,307,5,X
1927,10,260,A,2,1,2,809,435,659,310,766,589,6,X
1928,11,285,B,2,2,2,600,376,764,471,694,319,6,X
1929,12,314,A,2,2,2,623,411,618,347,663,467,6,X
1930,13,337,B,2,1,2,614,402,636,423,625,356,6,A
1931,0,0,A,0,0,0,0,0,0,0,0,0,0,X
1932,1,15,A,2,2,2,466,653,644,454,509,623,2,X
1933,2,79,B,1,2,1,445,428,456,653,608,431,5,X
1934,3,98,A,2,2,2,439,543,511,428,536,621,6,X
1935,4,124,B,2,1,2,797,474,459,570,565,432,6,X
1936,5,151,A,2,1,2,537,562,741,470,606,579,6,B
1937,0,0,A,0,0,0,0,0,0,0,0,0,0,X
1938,1,62,B,2,1,2,736,386,620,462,683,371,1,X
1939,2,87,A,2,1,2,889,535,700,380,640,467,9,X
1940,3,111,B,1,2,1,723,357,732,522,685,383,3,X
1941,4,158,A,1,2,1,868,524,690,362,636,493,3,X
1942,5,186,B,1,2,1,505,376,770,530,678,366,5,B
1943,0,0,A,0,0,0,0,0,0,0,0,0,0,X
1944,1,13,A,2,2,2,794,640,618,425,744,602,2,X
1945,2,74,B,2,2,1,478,416,761,642,619,417,5,X
1946,3,92,A,2,2,2,441,521,583,415,705,623,6,X
1947,4,120,B,2,1,1,595,376,445,531,465,410,9,B
1948,0,0,A,0,0,0,0,0,0,0,0,0,0,X
1949,1,46,A,2,1,2,617,441,653,336,550,524,1,X
1950,2,65,B,2,2,2,586,392,562,449,633,331,6,X
1951,3,92,A,2,2,2,812,605,595,363,589,451,8,X
1952,4,144,B,2,2,1,781,277,769,629,628,311,3,X
1953,5,176,A,1,2,1,865,610,701,286,696,557,3,X
1954,6,217,B,2,2,1,746,316,783,628,636,308,5,X
1955,7,231,A,2,1,2,597,442,625,313,845,661,6,X
1956,8,260,B,2,1,2,669,382,602,465,645,320,6,X
1957,9,286,A,2,1,2,459,597,634,357,637,466,8,X
1958,10,327,B,1,2,1,513,277,558,584,584,311,8,X
1959,11,378,A,2,2,1,471,491,521,266,607,528,7,X
1960,12,401,B,2,1,2,476,381,516,508,575,298,6,X
1961,13,426,A,2,2,2,871,599,518,346,548,504,8,X
1962,14,463,B,2,2,1,779,310,784,619,624,313,4,X
1963,15,481,A,2,1,2,510,441,703,310,741,586,6,X
1964,16,511,B,2,1,2,497,285,554,472,650,322,8,X
1965,17,543,A,2,2,2,443,518,543,276,593,500,3,X
1966,18,561,B,2,1,1,499,278,545,523,558,292,3,X
1967,19,592,A,2,2,1,842,428,531,280,573,523,7,A
1968,0,0,A,0,0,0,0,0,0,0,0,0,0,X
1969,1,16,A,2,1,2,722,461,628,344,745,545,1,X
1970,2,38,B,2,2,2,520,281,690,475,629,345,9,A
1971,0,0,A,0,0,0,0,0,0,0,0,0,0,X
1972,1,8,A,2,1,2,762,432,630,306,748,530,1,X
1973,2,27,B,2,1,2,567,249,730,464,649,303,8,X
1974,3,60,A,1,2,1,457,495,590,260,610,516,5,X
1975,4,76,B,2,2,2,767,335,550,539,571,262,6,X
1976,5,107,A,2,2,2,632,578,696,320,567,519,8,X
1977,6,159,B,2,2,1,566,290,571,597,660,315,5,X
1978,7,172,A,2,1,2,499,441,680,305,561,646,6,X
1979,8,201,B,2,2,1,525,269,559,478,631,290,4,X
1980,9,215,A,2,1,2,577,477,598,284,547,505,6,X
1981,10,233,B,2,2,1,733,380,581,537,588,290,6,A
1982,0,0,A,0,0,0,0,0,0,0,0,0,0,X
1983,1,22,A,2,1,2,574,471,644,343,567,542,1,X
1984,2,45,B,2,1,2,548,302,561,487,626,343,8,X
1985,3,75,A,2,2,1,468,486,572,297,620,514,7,X
1986,4,97,B,2,1,2,784,392,503,513,596,313,6,X
1987,5,123,A,2,1,2,566,603,742,365,633,511,8,X
1988,6,166,B,2,2,1,789,331,592,613,634,335,7,X
1989,7,188,A,2,1,2,775,447,623,334,590,605,6,X
1990,8,218,B,2,2,2,767,408,739,465,662,333,6,X
1991,9,246,A,2,1,2,640,448,738,383,688,493,6,X
1992,10,275,B,2,1,2,776,296,686,453,678,363,8,X
1993,11,307,A,1,2,1,898,633,676,306,686,507,3,X
1994,12,354,B,2,2,1,796,305,897,632,651,321,3,X
1995,13,382,A,1,2,1,746,604,709,319,810,579,3,X
1996,14,427,B,2,2,1,763,326,730,609,645,317,5,X
1997,15,443,A,2,1,2,544,459,625,321,728,609,6,X
1998,16,474,B,2,1,2,778,398,573,488,632,331,6,X
1999,17,503,A,2,1,2,800,433,739,381,649,493,6,X
2000,18,528,B,2,2,2,797,288,771,452,716,368,8,B
2001,0,0,A,0,0,0,0,0,0,0,0,0,0,X
2002,1,0,B,2,1,2,601,375,646,504,566,333,1,X
2003,2,41,A,2,2,2,654,453,601,362,646,505,6,X
2004,3,58,B,2,2,2,526,383,653,482,609,350,6,X
2005,4,82,A,2,2,2,441,568,560,370,643,499,8,X
2006,5,112,B,1,2,1,404,393,587,577,580,335,5,A
2007,0,0,A,0,0,0,0,0,0,0,0,0,0,X
2008,1,81,B,2,1,2,570,470,646,572,571,418,1,X
2009,2,103,A,2,2,2,831,637,598,470,645,573,9,X
2010,3,135,B,2,2,1,552,398,801,654,651,426,3,X
2011,4,159,A,2,2,1,522,602,566,400,714,628,5,X
2012,5,172,B,2,1,2,777,447,684,603,521,390,6,X
2013,6,202,A,2,1,2,829,529,729,442,678,585,6,X
2014,7,235,B,2,2,2,541,378,805,543,707,431,8,X
2015,8,276,A,2,2,1,835,582,581,376,678,593,5,X
2016,9,294,B,2,2,2,802,473,690,595,513,376,6,X
2017,10,327,A,2,1,2,470,639,766,462,756,574,8,X
2018,11,364,B,2,2,1,779,383,577,631,644,428,3,X
2019,12,405,A,2,2,1,474,584,707,389,668,608,5,X
2020,13,424,B,2,1,2,499,470,675,593,738,392,6,X
